species,country_of_origin,number_of_bags,bag_weight,total_weight,processing,aroma,flavor,body,uniformity,cupper_points,yum_score
Arabica,Guatemala,100,69.0,6900.0,Washed,7.75,7.75,7.83,10.0,8.33,0.76
Arabica,Brazil,320,2.0,640.0,Natural,7.25,7.58,7.75,10.0,8.14,0.7
Arabica,Taiwan,8,18.0,144.0,Washed,7.67,7.75,7.42,10.0,8.21,0.7
Arabica,Ethiopia,320,60.0,19200.0,Natural,7.75,7.75,7.58,10.0,8.27,0.73
Arabica,Brazil,300,2.0,600.0,Semi-Washed,7.67,7.67,7.83,10.0,8.29,0.74
Arabica,Costa Rica,250,1.0,250.0,Washed,7.83,7.42,7.75,10.0,8.25,0.72
Arabica,Guatemala,250,69.0,17250.0,Washed,7.58,7.83,7.58,10.0,8.25,0.72
Arabica,Brazil,320,60.0,19200.0,Natural,7.92,7.5,8.17,10.0,8.4,0.78
Arabica,Ecuador,1,2.26796,2.26796,Natural,7.5,7.67,7.83,10.0,8.25,0.73
Arabica,Colombia,250,70.0,17500.0,Washed,7.67,7.58,7.58,10.0,8.21,0.71
Arabica,Guatemala,250,69.0,17250.0,Washed,7.5,7.83,7.83,10.0,8.29,0.75
Arabica,Mexico,20,1.0,20.0,Natural,7.67,8.0,7.67,10.0,8.34,0.76
Arabica,Mexico,250,1.0,250.0,Natural,7.67,7.58,7.75,10.0,8.25,0.73
Arabica,Brazil,300,1.0,300.0,Semi-Washed,7.83,7.83,7.5,10.0,8.29,0.73
Arabica,Kenya,200,60.0,12000.0,Washed,7.75,7.58,7.75,10.0,8.27,0.73
Arabica,Brazil,320,60.0,19200.0,Natural,7.67,7.67,7.67,10.0,8.25,0.73
Arabica,Colombia,275,70.0,19250.0,Washed,7.83,7.83,7.58,10.0,8.31,0.74
Arabica,Taiwan,10,10.0,100.0,Natural,7.67,7.67,7.67,10.0,8.25,0.73
Arabica,Colombia,275,70.0,19250.0,Washed,7.92,7.75,7.75,10.0,8.36,0.76
Arabica,China,3,60.0,180.0,Washed,7.83,7.75,7.58,10.0,8.29,0.73
Arabica,Colombia,250,70.0,17500.0,Natural,7.75,7.67,7.58,10.0,8.25,0.72
Arabica,Uganda,320,60.0,19200.0,Natural,8.0,7.92,7.33,10.0,8.31,0.73
Arabica,United States (Puerto Rico),18,2.26796,40.82328,Washed,7.83,7.83,8.0,9.33,8.25,0.75
Arabica,Colombia,100,70.0,7000.0,Washed,7.67,7.67,7.5,10.0,8.21,0.71
Arabica,Colombia,250,70.0,17500.0,Washed,7.67,7.42,8.0,10.0,8.27,0.74
Arabica,Colombia,250,70.0,17500.0,Washed,7.58,7.67,7.67,10.0,8.23,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.75,7.67,7.42,10.0,8.21,0.7
Arabica,United States (Hawaii),12,45.3592,544.3104000000001,Natural,7.25,7.42,7.83,10.0,8.12,0.69
Arabica,Mexico,10,1.0,10.0,Natural,7.83,7.58,7.75,10.0,8.29,0.74
Arabica,Guatemala,250,1.360776,340.194,Washed,7.67,7.58,7.75,10.0,8.25,0.73
Arabica,Brazil,320,60.0,19200.0,Natural,7.67,7.83,7.67,10.0,8.29,0.74
Arabica,Kenya,200,60.0,12000.0,Washed,8.08,7.67,7.25,10.0,8.25,0.7
Arabica,Honduras,285,69.0,19665.0,Washed,7.5,7.5,8.0,10.0,8.25,0.74
Arabica,Nicaragua,275,69.0,18975.0,Washed,7.67,7.75,7.83,10.0,8.31,0.75
Arabica,Brazil,320,60.0,19200.0,Natural,7.58,7.75,7.58,10.0,8.23,0.72
Arabica,Taiwan,20,50.0,1000.0,Natural,7.5,7.67,7.83,10.0,8.25,0.73
Arabica,Thailand,1,1.0,1.0,Washed,7.5,7.75,7.67,10.0,8.23,0.72
Arabica,Colombia,100,0.907184,90.7184,Washed,7.5,7.75,7.67,10.0,8.23,0.72
Arabica,Guatemala,275,69.0,18975.0,Washed,8.0,7.5,8.0,9.33,8.21,0.73
Arabica,Colombia,250,70.0,17500.0,Washed,7.83,7.75,7.58,10.0,8.29,0.73
Arabica,Colombia,250,70.0,17500.0,Washed,7.67,7.67,7.33,10.0,8.17,0.69
Arabica,Guatemala,250,69.0,17250.0,Washed,7.67,7.67,8.0,10.0,8.34,0.76
Arabica,Guatemala,250,69.0,17250.0,Washed,7.83,7.67,7.67,10.0,8.29,0.74
Arabica,Colombia,250,70.0,17500.0,Washed,7.75,7.75,7.17,10.0,8.17,0.68
Arabica,Guatemala,250,1.0,250.0,Natural,8.17,8.17,8.08,9.33,8.44,0.81
Arabica,Guatemala,250,1.0,250.0,Washed,7.67,8.17,7.58,10.0,8.36,0.76
Arabica,Mexico,48,1.0,48.0,Washed,7.67,7.5,7.83,10.0,8.25,0.73
Arabica,Indonesia,10,60.0,600.0,Washed,8.17,7.67,7.42,10.0,8.31,0.73
Arabica,Guatemala,250,69.0,17250.0,Washed,7.67,7.5,7.67,10.0,8.21,0.71
Arabica,Brazil,320,60.0,19200.0,Natural,7.58,7.67,7.67,10.0,8.23,0.72
Arabica,Guatemala,275,69.0,18975.0,Washed,7.75,7.75,7.58,10.0,8.27,0.73
Arabica,Colombia,275,70.0,19250.0,Washed,7.75,7.75,7.67,10.0,8.29,0.74
Arabica,China,3,60.0,180.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.67,7.75,7.75,10.0,8.29,0.74
Arabica,Mexico,275,2.0,550.0,Washed,7.75,7.75,7.5,10.0,8.25,0.72
Arabica,Ethiopia,250,60.0,15000.0,Washed,7.75,7.67,7.5,10.0,8.23,0.71
Arabica,Uganda,100,60.0,6000.0,Washed,7.67,7.67,7.75,10.0,8.27,0.73
Arabica,Colombia,250,70.0,17500.0,Natural,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Colombia,250,70.0,17500.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Colombia,250,70.0,17500.0,Washed,7.75,7.58,7.75,10.0,8.27,0.73
Arabica,Taiwan,10,30.0,300.0,Other,7.75,7.75,7.5,10.0,8.25,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.67,7.67,7.75,10.0,8.27,0.73
Arabica,Mexico,250,1.0,250.0,Washed,7.83,7.67,7.67,10.0,8.29,0.74
Arabica,Brazil,33,60.0,1980.0,Semi-Washed,7.83,7.75,7.5,10.0,8.27,0.72
Arabica,Colombia,50,70.0,3500.0,Washed,7.75,7.58,7.75,10.0,8.27,0.73
Arabica,Costa Rica,245,69.0,16905.0,Washed,7.92,7.42,7.5,10.0,8.21,0.7
Arabica,Colombia,250,70.0,17500.0,Natural,7.75,7.58,7.75,10.0,8.27,0.73
Arabica,Guatemala,250,69.0,17250.0,Washed,7.67,7.75,7.58,10.0,8.25,0.72
Arabica,Colombia,180,70.0,12600.0,Washed,7.58,7.58,7.75,10.0,8.23,0.72
Arabica,"Tanzania, United Republic Of",5,60.0,300.0,Washed,7.75,7.67,7.67,10.0,8.27,0.73
Arabica,Indonesia,200,30.0,6000.0,Semi-Washed,7.25,7.67,7.83,10.0,8.19,0.72
Arabica,Ethiopia,320,60.0,19200.0,Natural,7.67,7.75,7.75,10.0,8.29,0.74
Arabica,Colombia,275,2.0,550.0,Washed,7.67,7.42,7.58,10.0,8.17,0.69
Arabica,Colombia,275,70.0,19250.0,Washed,8.0,7.58,7.92,10.0,8.38,0.77
Arabica,Guatemala,250,1.0,250.0,Washed,7.58,7.75,7.42,10.0,8.19,0.7
Arabica,Colombia,250,70.0,17500.0,Washed,7.75,7.58,7.83,10.0,8.29,0.74
Arabica,Honduras,275,1.0,275.0,Natural,7.67,7.5,7.67,10.0,8.21,0.71
Arabica,Colombia,250,70.0,17500.0,Washed,7.58,7.75,7.75,10.0,8.27,0.74
Arabica,Colombia,250,70.0,17500.0,Washed,7.58,7.67,7.58,10.0,8.21,0.71
Arabica,Mexico,10,1.0,10.0,Natural,7.83,7.58,7.5,10.0,8.23,0.71
Arabica,Mexico,10,1.0,10.0,Semi-Washed,7.67,7.75,7.58,10.0,8.25,0.72
Arabica,Mexico,15,1.0,15.0,Washed,7.75,7.67,7.33,10.0,8.19,0.69
Arabica,Guatemala,275,69.0,18975.0,Washed,7.83,7.5,7.67,10.0,8.25,0.72
Arabica,Colombia,175,70.0,12250.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Guatemala,250,2.0,500.0,Washed,7.5,7.5,8.0,10.0,8.25,0.74
Arabica,Colombia,300,29.0,8700.0,Washed,7.5,7.58,7.75,10.0,8.21,0.71
Arabica,Guatemala,50,69.0,3450.0,Washed,7.67,7.75,7.58,10.0,8.25,0.72
Arabica,Colombia,600,29.0,17400.0,Washed,7.67,7.67,7.67,10.0,8.25,0.73
Arabica,Costa Rica,275,69.0,18975.0,Washed,7.58,7.5,7.5,10.0,8.14,0.68
Arabica,Thailand,500,25.0,12500.0,Washed,7.5,7.58,7.75,10.0,8.21,0.71
Arabica,El Salvador,275,69.0,18975.0,Washed,7.58,7.5,7.75,10.0,8.21,0.71
Arabica,Colombia,275,70.0,19250.0,Natural,7.58,7.67,7.58,10.0,8.21,0.71
Arabica,Brazil,300,60.0,18000.0,Semi-Washed,7.33,7.83,7.42,10.0,8.14,0.69
Arabica,"Tanzania, United Republic Of",39,60.0,2340.0,Washed,7.75,7.67,7.58,10.0,8.25,0.72
Arabica,Colombia,250,70.0,17500.0,Washed,7.58,7.58,7.75,9.33,8.06,0.68
Arabica,Guatemala,250,69.0,17250.0,Natural,7.75,7.83,7.5,10.0,8.27,0.73
Arabica,Guatemala,250,69.0,17250.0,Washed,7.67,7.5,7.75,10.0,8.23,0.72
Arabica,United States (Hawaii),13,45.3592,589.6696000000001,Natural,7.42,7.75,7.67,10.0,8.21,0.72
Arabica,Colombia,250,70.0,17500.0,Washed,7.5,7.75,7.67,10.0,8.23,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.75,7.5,7.58,10.0,8.21,0.7
Arabica,Colombia,130,70.0,9100.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.83,7.58,7.5,10.0,8.23,0.71
Arabica,Brazil,10,2.0,20.0,Semi-Washed,7.5,7.83,7.58,10.0,8.23,0.72
Arabica,Mexico,275,1.0,275.0,Washed,7.75,7.75,7.5,10.0,8.25,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.67,7.75,7.83,10.0,8.31,0.75
Arabica,"Tanzania, United Republic Of",10,60.0,600.0,Semi-Washed,7.75,7.58,7.58,10.0,8.23,0.71
Arabica,Mexico,200,1.0,200.0,Washed,7.67,7.67,7.5,10.0,8.21,0.71
Arabica,Costa Rica,250,1.360776,340.194,Washed,7.67,7.67,7.67,10.0,8.25,0.73
Arabica,United States (Hawaii),12,45.3592,544.3104000000001,Natural,7.83,7.58,7.92,9.33,8.16,0.71
Arabica,Costa Rica,250,1.0,250.0,Washed,7.5,7.67,7.83,10.0,8.25,0.73
Arabica,Peru,280,2.26796,635.0288,Washed,7.83,7.75,7.92,9.33,8.21,0.73
Arabica,Haiti,2,1.814368,3.628736,Washed,7.58,7.5,7.83,10.0,8.23,0.72
Arabica,Colombia,250,70.0,17500.0,Natural,7.67,7.67,7.92,10.0,8.31,0.75
Arabica,United States (Hawaii),7,45.3592,317.5144,Natural,7.92,7.5,7.67,9.33,8.11,0.69
Arabica,Burundi,220,60.0,13200.0,Washed,7.75,7.67,7.5,10.0,8.23,0.71
Arabica,Colombia,250,70.0,17500.0,Washed,7.5,7.67,7.67,10.0,8.21,0.71
Arabica,Mexico,50,50.0,2500.0,Washed,7.67,7.83,7.33,10.0,8.21,0.7
Arabica,Costa Rica,29,46.0,1334.0,Pulped-Natural,7.5,7.5,7.67,10.0,8.17,0.7
Arabica,Costa Rica,275,69.0,18975.0,Washed,7.83,7.5,7.5,10.0,8.21,0.7
Arabica,Guatemala,275,0.0,0.0,Washed,7.5,7.58,7.67,10.0,8.19,0.71
Arabica,Colombia,304,35.0,10640.0,Natural,7.58,7.67,7.75,10.0,8.25,0.73
Arabica,Mexico,11,2.0,22.0,Natural,7.83,7.75,7.58,10.0,8.29,0.73
Arabica,Taiwan,10,15.0,150.0,Washed,7.67,7.5,7.67,10.0,8.21,0.71
Arabica,Taiwan,10,60.0,600.0,Washed,7.92,7.83,7.5,10.0,8.31,0.74
Arabica,Colombia,250,70.0,17500.0,Natural,7.58,7.58,7.58,10.0,8.19,0.7
Arabica,Guatemala,26,69.0,1794.0,Washed,7.5,7.67,7.67,10.0,8.21,0.71
Arabica,Colombia,275,70.0,19250.0,Washed,7.83,7.5,7.67,10.0,8.25,0.72
Arabica,Mexico,200,1.0,200.0,Washed,7.58,7.75,7.58,10.0,8.23,0.72
Arabica,United States (Hawaii),11,45.3592,498.95120000000003,Natural,7.58,7.75,8.08,9.33,8.19,0.73
Arabica,Mexico,10,1.0,10.0,Washed,7.75,7.58,7.5,10.0,8.21,0.7
Arabica,Mexico,54,1.0,54.0,Washed,7.75,7.75,7.33,10.0,8.21,0.7
Arabica,Guatemala,250,1.0,250.0,Washed,7.83,7.58,7.42,10.0,8.21,0.7
Arabica,Brazil,30,60.0,1800.0,Semi-Washed,7.75,7.67,7.58,10.0,8.25,0.72
Arabica,Colombia,250,70.0,17500.0,Washed,7.67,7.58,7.83,10.0,8.27,0.74
Arabica,Colombia,175,70.0,12250.0,Washed,7.67,7.67,7.58,10.0,8.23,0.71
Arabica,Brazil,320,60.0,19200.0,Natural,7.67,7.42,7.67,10.0,8.19,0.7
Arabica,Guatemala,275,69.0,18975.0,Washed,7.58,7.58,7.75,10.0,8.23,0.72
Arabica,"Tanzania, United Republic Of",320,60.0,19200.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Vietnam,1,2.0,2.0,Natural,7.58,7.42,7.58,10.0,8.14,0.69
Arabica,Honduras,275,69.0,18975.0,Washed,7.67,7.67,7.5,10.0,8.21,0.71
Arabica,China,3,60.0,180.0,Washed,7.5,7.67,7.67,10.0,8.21,0.71
Arabica,China,3,60.0,180.0,Washed,7.67,7.67,7.42,10.0,8.19,0.7
Arabica,El Salvador,275,69.0,18975.0,Washed,7.5,7.5,8.0,10.0,8.25,0.74
Arabica,Guatemala,150,69.0,10350.0,Washed,7.5,7.75,7.58,10.0,8.21,0.71
Arabica,Guatemala,100,69.0,6900.0,Washed,7.92,7.67,7.5,10.0,8.27,0.72
Arabica,Kenya,300,2.0,600.0,Washed,7.83,7.75,7.83,9.33,8.19,0.72
Arabica,Thailand,1,1.0,1.0,Washed,7.67,7.58,7.42,10.0,8.17,0.69
Arabica,"Tanzania, United Republic Of",180,60.0,10800.0,Washed,7.58,7.67,7.42,10.0,8.17,0.69
Arabica,Colombia,232,70.0,16240.0,Washed,7.58,7.5,7.5,10.0,8.14,0.68
Arabica,Uganda,84,60.0,5040.0,Washed,8.0,7.67,7.33,10.0,8.25,0.71
Arabica,Colombia,1,1.814368,1.814368,Washed,7.58,7.75,7.58,10.0,8.23,0.72
Arabica,Honduras,275,1.0,275.0,Natural,7.5,7.5,7.67,10.0,8.17,0.7
Arabica,Honduras,275,1.0,275.0,Natural,7.67,7.67,7.5,10.0,8.21,0.71
Arabica,Guatemala,200,69.0,13800.0,Washed,7.33,7.83,7.33,10.0,8.12,0.68
Arabica,United States (Hawaii),6,45.3592,272.15520000000004,Natural,7.5,7.5,7.92,10.0,8.23,0.73
Arabica,"Tanzania, United Republic Of",300,1.0,300.0,Washed,7.58,7.5,7.58,10.0,8.16,0.69
Arabica,Guatemala,250,69.0,17250.0,Washed,7.67,7.83,7.5,10.0,8.25,0.72
Arabica,Mexico,45,1.0,45.0,Washed,7.75,7.58,7.5,10.0,8.21,0.7
Arabica,Mexico,10,1.0,10.0,Washed,7.75,7.67,7.42,10.0,8.21,0.7
Arabica,Mexico,10,1.0,10.0,Washed,7.58,7.75,7.5,10.0,8.21,0.71
Arabica,Colombia,275,70.0,19250.0,Washed,7.67,7.5,7.58,10.0,8.19,0.7
Arabica,Mexico,15,1.0,15.0,Washed,7.75,7.5,7.58,10.0,8.21,0.7
Arabica,Mexico,250,1.0,250.0,Washed,7.5,7.75,7.67,10.0,8.23,0.72
Arabica,Brazil,50,60.0,3000.0,Natural,7.75,7.67,7.58,10.0,8.25,0.72
Arabica,Brazil,100,60.0,6000.0,Natural,7.92,7.58,7.42,10.0,8.23,0.71
Arabica,Guatemala,250,2.0,500.0,Washed,7.75,7.5,7.92,10.0,8.29,0.74
Arabica,Brazil,25,60.0,1500.0,Semi-Washed,7.75,7.5,7.75,10.0,8.25,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.58,7.67,7.75,10.0,8.25,0.73
Arabica,Colombia,275,70.0,19250.0,Washed,7.75,7.5,8.0,10.0,8.31,0.75
Arabica,Brazil,320,60.0,19200.0,Pulped-Natural,7.58,7.58,7.67,10.0,8.21,0.71
Arabica,Brazil,320,2.0,640.0,Natural,7.33,7.67,7.75,10.0,8.19,0.71
Arabica,Taiwan,20,60.0,1200.0,Natural,7.83,7.92,7.67,9.33,8.19,0.72
Arabica,Brazil,300,60.0,18000.0,Natural,7.42,7.67,7.75,10.0,8.21,0.72
Arabica,Brazil,300,2.0,600.0,Washed,7.58,7.83,7.42,10.0,8.21,0.7
Arabica,Costa Rica,250,1.0,250.0,Washed,7.83,7.33,7.58,10.0,8.19,0.69
Arabica,United States (Hawaii),16,45.3592,725.7472,Natural,7.33,7.75,7.83,10.0,8.23,0.73
Arabica,Taiwan,50,30.0,1500.0,Other,7.75,7.75,7.5,10.0,8.25,0.72
Arabica,United States (Hawaii),6,45.3592,272.15520000000004,Natural,7.83,7.83,7.75,10.0,8.35,0.76
Arabica,Mexico,10,1.0,10.0,Washed,7.75,7.67,7.5,10.0,8.23,0.71
Arabica,United States (Hawaii),7,45.3592,317.5144,Natural,7.67,7.58,7.92,9.33,8.12,0.7
Arabica,United States (Hawaii),6,45.3592,272.15520000000004,Washed,7.33,7.58,7.67,10.0,8.14,0.69
Arabica,Brazil,320,60.0,19200.0,Natural,7.58,7.5,7.67,10.0,8.19,0.7
Arabica,Brazil,320,60.0,19200.0,Natural,7.5,7.58,7.58,10.0,8.16,0.7
Arabica,Brazil,320,60.0,19200.0,Natural,7.5,7.67,7.58,10.0,8.19,0.7
Arabica,Uganda,310,60.0,18600.0,Washed,7.67,7.58,7.83,10.0,8.27,0.74
Arabica,Uganda,325,60.0,19500.0,Natural,7.67,7.67,7.42,10.0,8.19,0.7
Arabica,Vietnam,2,2.0,4.0,Other,7.75,7.67,7.42,9.33,8.04,0.66
Arabica,Guatemala,275,69.0,18975.0,Washed,7.67,7.75,7.42,10.0,8.21,0.7
Arabica,Guatemala,200,69.0,13800.0,Washed,7.75,7.67,7.5,10.0,8.23,0.71
Arabica,Guatemala,250,69.0,17250.0,Washed,7.83,7.67,7.75,10.0,8.31,0.75
Arabica,Brazil,305,2.0,610.0,Natural,7.67,7.67,7.42,10.0,8.19,0.7
Arabica,Taiwan,10,60.0,600.0,Washed,7.92,7.92,7.33,10.0,8.29,0.73
Arabica,Uganda,300,60.0,18000.0,Washed,7.83,7.58,7.58,10.0,8.25,0.72
Arabica,United States (Puerto Rico),17,2.26796,38.55532,Washed,7.67,7.5,7.75,10.0,8.23,0.72
Arabica,Guatemala,26,69.0,1794.0,Washed,7.67,7.67,7.5,10.0,8.21,0.71
Arabica,Costa Rica,250,1.0,250.0,Washed,7.67,7.58,7.5,10.0,8.19,0.7
Arabica,Brazil,250,2.0,500.0,Semi-Washed,7.75,7.58,7.42,10.0,8.19,0.69
Arabica,Colombia,120,70.0,8400.0,Washed,7.75,7.42,7.58,10.0,8.19,0.7
Arabica,Colombia,250,70.0,17500.0,Washed,7.83,7.5,7.5,10.0,8.21,0.7
Arabica,Colombia,250,70.0,17500.0,Natural,7.33,7.67,7.75,10.0,8.19,0.71
Arabica,Colombia,250,70.0,17500.0,Natural,7.58,7.75,7.58,10.0,8.23,0.72
Arabica,Colombia,275,70.0,19250.0,Washed,7.5,7.5,7.75,10.0,8.19,0.71
Arabica,Mexico,15,1.0,15.0,Washed,7.67,7.58,7.67,10.0,8.23,0.72
Arabica,Mexico,20,1.0,20.0,Semi-Washed,7.67,7.83,7.58,9.33,8.1,0.69
Arabica,Mexico,250,1.0,250.0,Washed,7.5,7.67,7.58,10.0,8.19,0.7
Arabica,Colombia,250,70.0,17500.0,Natural,7.67,7.58,7.75,10.0,8.25,0.73
Arabica,Colombia,250,70.0,17500.0,Washed,7.75,7.58,7.83,9.33,8.12,0.7
Arabica,Guatemala,275,1.0,275.0,Washed,7.5,7.67,7.5,10.0,8.17,0.69
Arabica,Colombia,121,1.0,121.0,Washed,7.67,7.67,7.67,10.0,8.25,0.73
Arabica,Brazil,320,60.0,19200.0,Natural,7.67,7.58,7.58,10.0,8.21,0.71
Arabica,El Salvador,100,69.0,6900.0,Washed,7.5,7.5,7.92,10.0,8.23,0.73
Arabica,Colombia,129,70.0,9030.0,Washed,7.58,7.67,7.67,10.0,8.23,0.72
Arabica,Taiwan,10,20.0,200.0,Natural,7.17,7.83,7.67,10.0,8.17,0.71
Arabica,Ethiopia,250,60.0,15000.0,Washed,7.58,7.58,7.58,10.0,8.19,0.7
Arabica,Taiwan,11,2.0,22.0,Natural,7.5,7.58,7.5,10.0,8.14,0.69
Arabica,Philippines,250,2.0,500.0,Washed,7.58,7.58,7.5,10.0,8.16,0.69
Arabica,Philippines,4,2.0,8.0,Washed,8.08,7.5,7.33,10.0,8.23,0.7
Arabica,Mexico,11,2.0,22.0,Natural,7.83,7.67,7.5,10.0,8.25,0.72
Arabica,Mexico,275,2.0,550.0,Washed,7.75,7.67,7.75,10.0,8.29,0.74
Arabica,Brazil,300,2.0,600.0,Semi-Washed,7.08,7.5,7.75,10.0,8.08,0.68
Arabica,Uganda,1,60.0,60.0,Washed,8.0,7.5,7.33,10.0,8.21,0.69
Arabica,Uganda,1,60.0,60.0,Washed,7.75,7.58,7.5,10.0,8.21,0.7
Arabica,Guatemala,250,69.0,17250.0,Washed,7.75,7.5,7.67,10.0,8.23,0.72
Arabica,Guatemala,26,69.0,1794.0,Natural,7.67,7.83,7.33,10.0,8.21,0.7
